name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_metallicity,star_mass,star_radius,star_sp_type,star_age,star_teff,star_alternate_names
HD 159243 c,Confirmed,1.9,0.13,0.13,1.9,0.13,0.13,,,,248.4,4.9,4.9,0.8,0.02,0.02,0.075,0.05,0.05,,,,,2013,25/08/2014,69,97,97,2456484,11,11,,,,2456428,102,102,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 159243,263.3416667,5.700833348,8.65,,,,,69.2,0.05,1.125,,G0V,1.25,6123,
HD 159868 b,Confirmed,2.218,0.0591,0.0591,2.218,0.0591,0.0591,1.202,,,1184.1,7.1,7.1,2.32,0.14,0.14,0.024,0.019,0.019,,,,0.042694,2007,30/12/2018,63,76,76,2453670,19,19,,,,,,,,,,,,,,,,,,,37.92,0.97,0.97,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 159868,264.74802,-43.14551,7.24,,,,,52.7,0,1.19,2.13,G5V,8.1,5534,
HD 159868 c,Confirmed,0.768,0.044,0.044,0.768,0.044,0.044,1.269,,,351,1.1,1.1,1.032,0.064,0.064,0.184,0.037,0.037,,,,0.018975,2012,30/12/2018,272,16,16,2453225,13,13,,,,,,,,,,,,,,,,,,,20,1.1,1.1,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 159868,264.74802,-43.14551,7.24,,,,,52.7,0,1.19,2.13,G5V,8.1,5534,
HD 1605 b,Confirmed,0.96,0.04,0.06,0.96,0.04,0.06,,,,577.9,4.9,5.6,1.48,0.01,0.02,0.078,0.035,0.082,,,,,2015,27/07/2015,26.65,37,43,2453443.3,67.3,58.9,,,,,,,,,,,,,,,,,,,19.8,0.8,1.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 1605,5.133333344,30.97472225,7.52,,,,,84.6,0.21,1.31,3.8,K1 IV,4.59,4757,
HD 1605 c,Confirmed,3.48,0.11,0.13,3.48,0.11,0.13,,,,2111,32,42,3.52,0.05,0.05,0.098,0.022,0.032,,,,,2015,27/07/2015,240,17,17,2454758.3,110,105.1,,,,,,,,,,,,,,,,,,,46.5,1.2,1.5,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 1605,5.133333344,30.97472225,7.52,,,,,84.6,0.21,1.31,3.8,K1 IV,4.59,4757,
HD 160508 b,Confirmed,48,3,3,48,3,3,,,,178.9049,0.0074,0.0074,0.68,0.02,0.02,0.5967,0.0009,0.0009,,,,,2016,10/02/2016,191.17,0.13,0.13,2455998.7,0.03,0.03,,,,,,,,,,,,,,,,,,,1825.3,2.7,2.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 160508,264.8041667,26.75750002,8.11,,,,,92.3,0.01,1.25,,F8V,,6212,
HD 16141 b,Confirmed,0.215,0.03,0.03,0.215,0.03,0.03,,,,75.82,0.4,0.4,0.35,,,0.28,0.15,0.15,,,,0.009749,2000,29/12/2010,41,22,22,2451547.2,4.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 16141,38.8291667,-3.5605556,6.78,,,,,35.9,0.02,1.01,1,G5 IV,7.76,5533,
HD 16175 b,Confirmed,4.77,0.37,0.37,4.77,0.37,0.37,,,,995.4,2.8,2.8,2.148,0.076,0.076,0.637,0.02,0.02,,,,0.035117,2007,29/04/2016,221.5,2.2,2.2,2455801.4,2.6,2.6,,,,,,,,,,,,,,,,,,,103.5,5,5,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 16175,39.2583333,42.0625,7.28,,6.17,5.92,5.85,59.8,0.37,1.35,1.87,G0,5.3,6022,
HD 162004 b,Confirmed,1.53,0.1,0.1,1.53,0.1,0.1,,,,3117,42,42,4.43,0.04,0.04,0.4,0.05,0.05,,,,,2015,10/12/2015,64,9,9,2449344,76,76,,,,,,,,,,,,,,,,,,,21,1,1,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 162004,265.4916667,72.15694445,5.7,,,,,22.16,0.01,1.19,,G0V,3.3,6212,psi1 Dra B
HD 162020 b,Confirmed,14.4,,,14.4,,,,,,8.428198,5.60E-05,5.60E-05,0.074,,,0.277,0.002,0.002,,,,0.002367,2002,29/12/2010,332.672,0.002,0.002,51990.677,0.005,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 162020,267.6583333,-40.3183333,9.18,,,,,31.26,0.01,0.75,0.71,K2 V,0.76,4830,
HD 163296 b,Confirmed,0.3,,,,,,,,,,,,105,,,,,,,,,,2016,16/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Other,Theoretical,,,,HD 163296,269.0875,-21.95611114,6.85,,,,,122,,2.3,,A1V,0.005,,
HD 163296 c,Confirmed,0.3,,,,,,,,,,,,160,,,,,,,,,,2016,16/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Other,Theoretical,,,,HD 163296,269.0875,-21.95611114,6.85,,,,,122,,2.3,,A1V,0.005,,
HD 163607 b,Confirmed,0.7836,0.0098,0.0098,0.7836,0.0098,0.0098,1.269,,,75.2203,0.02,0.02,0.362,0.016,0.016,0.7441,0.0071,0.0071,,,,0.005217,2011,21/12/2018,79.6,1.3,1.3,2454185.93,0.15,0.15,,,,,,,,,,,,,,,,,,,52.34,0.74,0.74,,,,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,Theoretical,,,HD 163607,268.41873,56.39196,8,,,,,69,0.21,1.12,1.76,G5IV,8.6,5522,
HD 163607 c,Confirmed,2.201,0.037,0.037,2.201,0.037,0.037,1.202,,,1272,4.4,4.4,2.39,0.11,0.11,0.08,0.014,0.014,,,,0.035072,2011,21/12/2018,274,12,12,2455111,40,40,,,,,,,,,,,,,,,,,,,38.37,0.65,0.65,,,,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,Theoretical,,,HD 163607,268.41873,56.39196,8,,,,,69,0.21,1.12,1.76,G5IV,8.6,5522,
HD 16417 b,Confirmed,0.069,0.007,0.007,0.069,0.007,0.007,,,,17.24,0.01,0.01,0.14,0.01,0.01,0.2,0.09,0.09,,,,0.00549,2009,10/01/2016,77,26,26,2450099.74,3.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 16417,39.2458333,-34.5780556,5.78,,,,,25.5,0.19,1.18,,G1V,4.3,5936,
HD 164428 b,Confirmed,5.7,1.3,1.3,5.7,1.3,1.3,,,,599.6,8.7,8.7,1.6,0.1,0.1,0.29,0.22,0.22,,,,,2018,15/08/2018,203.11,26.59,26.59,2455068,46,46,,,,,,,,,,,,,,,,,,,109,15,15,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 164428,267.5421363,78.30653689,6.388,,,,,274,-0.07,1.5,35.4,,2.7,4119,
HD 164509 b,Confirmed,0.48,0.09,0.09,0.48,0.09,0.09,,,,282.4,3.8,3.8,0.875,0.008,0.008,0.26,0.14,0.14,,,,0.016827,2011,03/09/2016,324,110,110,2455703,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 164509,270.3791667,0.1044444,8.24,,,,,52,0.21,1.13,1.06,G5V,1.1,5922,
HD 164595 b,Confirmed,0.0516,0.00856,0.00856,0.0516,0.00856,0.00856,,,,40,0.24,0.24,0.23,,,0.088,0.066,0.12,,,,,2015,03/09/2015,145,110,160,2456280,12,12,,,,,,,,,,,,,,,,,,,3.05,0.41,0.41,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 164595,270.1625,29.57194446,7.1,,,,,28.93,-0.04,0.99,,G2V,,5790,
HD 164604 b,Confirmed,2.7,1.3,1.3,2.7,1.3,1.3,,,,606.4,9,9,1.13,0.05,0.05,0.24,0.14,0.14,,,,0.029737,2010,27/08/2014,51,23,23,2452674,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 164604,270.7791667,-28.5605556,9.7,,,,,38,-0.18,0.8,,K2V,,,
HD 164922 b,Confirmed,0.3385,0.015,0.015,0.3385,0.015,0.015,,,,1201.1,5.6,5.6,2.115,0.012,0.012,0.126,0.05,0.05,,,,0.096215,2006,04/07/2016,129,0.2,0.24,,280,280,,,,,,,,,,,,,,,,,,,7.15,0.31,0.31,159.4,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 164922,270.625,26.3127778,6.99,,,,,22.13,0.16,0.874,0.999,G9V,13.4,5293,
HD 164922 c,Confirmed,0.0406,0.005,0.005,0.0406,0.005,0.005,,,,75.765,0.058,0.058,0.3351,0.0015,0.0015,0.22,0.13,0.13,,,,,2016,11/07/2016,81,49,49,,,,,,,,,,,,,,,,,,,,,,2.22,0.3,0.3,400.5,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 164922,270.625,26.3127778,6.99,,,,,22.13,0.16,0.874,0.999,G9V,13.4,5293,
HD 165155 b,Confirmed,2.89,0.23,0.23,2.89,0.23,0.23,,,,434.5,2.1,2.1,1.13,0.04,0.04,0.2,0.03,0.03,,,,,2016,02/04/2016,211,11,11,,,,,,,,,,,,,,,,,,,,,,75.8,3,3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 165155,271.4875,-29.91722224,9.36,,,,,64.98,0.09,1.02,0.95,G8V,11,5426,
HD 1666 b,Confirmed,6.43,0.22,0.31,6.43,0.22,0.31,,,,270,0.9,0.8,0.94,0.02,0.02,0.63,0.03,0.03,,,,,2015,27/07/2015,295,0.5,5.2,2453526.3,5.3,7.3,,,,,,,,,,,,,,,,,,,199.4,5.5,8.8,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 1666,5.216666684,-19.93111114,8.17,,,,,110.6,0.37,1.5,1.93,F7 V,1.76,6317,
HD 166724 b,Confirmed,3.53,0.11,0.11,3.53,0.11,0.11,,,,8100,,,5.42,0.43,0.43,0.734,0.02,0.02,,,,,2011,30/11/2012,202.3,3.6,3.6,2453212,556,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 166724,273.5,-42.5752778,9.31,,,,,42.3,,,,K0IV,,,
HD 167042 b,Confirmed,1.6,,,1.6,,,,,,416.1,4,4,1.3,,,0.03,0.04,0.04,,,,0.026,2007,19/10/2007,34,40,40,2453330,120,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 167042,272.6333333,54.2866667,5.97,,3.93,3.56,3.55,50,0.05,1.64,4.3,K1III,2.2,5020,
HD 168443 b,Confirmed,7.659,0.0975,0.0975,7.659,0.0975,0.0975,,,,58.11247,0.0003,0.0003,0.2931,0.00181,0.00181,0.52883,0.00103,0.00103,,,,0.007841,1998,10/01/2016,172.923,0.139,0.139,2455626.199,0.024,0.024,,,,2455621.637,0.0156,0.0156,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 168443,275.0166667,-9.5927778,6.92,,,,,37.38,0.04,0.995,1.51,G5,9.8,5591,
HD 168443 c,Confirmed,29.463,6.128,12.184,17.193,0.21,0.21,,,,1749.83,0.57,0.57,2.8373,0.018,0.018,0.2113,0.0017,0.0017,35.7,11,11,0.075904,2001,22/08/2014,64.87,0.51,0.51,2455521.3,2.2,2.2,,,,2455599.9,1.187,1.187,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 168443,275.0166667,-9.5927778,6.92,,,,,37.38,0.04,0.995,1.51,G5,9.8,5591,
HD 168746 b,Confirmed,0.23,,,0.23,,,,,,6.403,0.001,0.001,0.065,,,0.081,0.029,0.029,,,,0.001507,2002,29/12/2010,16.3,20.88,20.88,2451994.7,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 168746,275.4541667,-11.9225,7.95,,,,,43.12,-0.06,0.88,1.12,G5,3.75,5610,
HD 1690 b,Confirmed,6.1,0.9,0.9,6.1,0.9,0.9,,,,533,1.7,1.7,1.3,0.02,0.02,0.64,0.04,0.04,,,,0.004075,2010,20/12/2010,122,8,8,54449,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 1690,5.3041667,-8.2811111,9.17,,,,,319,-0.32,1.09,16.7,K1III,6.7,4393,
HD 169142 b,Confirmed,2.2,1.2,1.8,,,,,,,,,,36.4,,,,,,,,,,2014,23/01/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,Theoretical,,,,HD169142,276.1241042,-29.78050808,8.16,,7.31,,,117,,1.65,1.6,A7V,12,7650,
HD 169830 b,Confirmed,2.88,,,2.88,,,,,,225.62,0.22,0.22,0.81,,,0.31,0.01,0.01,,,,0.022302,2000,23/12/2010,148,2,2,51923,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 169830,276.9541667,-29.8166667,5.9,,,,,36.32,0.21,1.4,1.84,F8 V,4.95,6266,
HD 169830 c,Confirmed,4.04,,,4.04,,,,,,2102,264,264,3.6,,,0.33,0.02,0.02,,,,0.099119,2003,23/12/2010,252,8,8,52516,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 169830,276.9541667,-29.8166667,5.9,,,,,36.32,0.21,1.4,1.84,F8 V,4.95,6266,
HD 170469 b,Confirmed,0.67,,,0.67,,,,,,1145,18,18,2.24,,,0.11,0.08,0.08,,,,0.034477,2007,31/10/2007,34,19,19,11669,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 170469,277.2958333,11.6955556,8.21,,,,,64.97,0.3,1.14,1.22,G5IV,6.7,5810,
HD 17092 b,Confirmed,4.6,0.3,0.3,4.6,0.3,0.3,,,,359.9,2.4,2.4,1.29,0.05,0.05,0.166,0.052,0.052,,,,0.011835,2007,07/05/2007,347.4,13.4,13.4,52969.5,12.3,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 17092,41.5916667,49.6530556,7.73,,,,,109,0.18,2.3,,,,4650,
HD 171028 b,Confirmed,1.98,,,1.98,,,,,,550,3,3,1.32,,,0.59,0.01,0.01,,,,0.014667,2007,10/11/2010,304,1,1,2454187,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 171028,278.0625,6.9458333,8.31,,,,,90,-0.49,0.99,1.95,G0,8,5663,
HD 171238 b,Confirmed,2.6,0.15,0.15,2.6,0.15,0.15,,,,1523,45,45,2.54,0.06,0.06,0.4,0.065,0.065,,,,0.050517,2009,19/12/2014,47,9.8,9.8,5062,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 171238,278.6833333,-28.0722222,8.66,,,,,50.28,0.17,0.943,,KOV,4.92,5467,
HD 17156 b,Confirmed,3.195,0.034,0.034,3.191,0.033,0.033,1.095,0.02,0.02,21.2163979,1.59E-05,1.59E-05,0.1623,0.002,0.002,0.6768,0.0034,0.0034,87.21,0.31,0.31,0.002074,2007,16/08/2014,121.71,0.43,0.43,3738.529,0.5,0.5,,,,2454884.028,7.30E-05,7.30E-05,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HD 17156,42.4333333,71.7533333,8.17,,,,,78.24,0.24,1.275,1.508,G0,3.38,6079,
HD 173416 b,Confirmed,2.7,0.3,0.3,2.7,0.3,0.3,,,,323.6,2.2,2.2,1.16,0.06,0.06,0.21,0.04,0.04,,,,0.008593,2009,12/01/2009,254,11,11,3465.8,8.3,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 173416,280.9,36.5566667,6.06,,,,,135,,2,13.5,G8,,4683,
HD 175167 b,Confirmed,7.8,3.5,3.5,7.8,3.5,3.5,,,,1290,22,22,2.4,0.05,0.05,0.54,0.09,0.09,,,,0.03581,2010,27/08/2014,342,9,9,2453598,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 175167,285.0041667,-69.9441667,9.18,,,,,67.02,0.19,1.102,,G5 IV/V,,,
HD 175370 b,Confirmed,4.6,1,1,4.6,1,1,,,,349.5,4.5,4.5,0.98,0.05,0.05,0.22,0.1,0.1,,,,,2016,21/09/2016,162,28,28,2456267,30,30,,,,,,,,,,,,,,,,,,,133,25,25,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 175370,283.25,43.71361114,7.19,,,,,272,-0.52,1.02,23.5,K2 III,8.7,4301,
HD 175541 b,Confirmed,0.61,,,0.61,,,,,,297.3,6,6,1.03,,,0.33,0.2,0.2,,,,0.008047,2007,20/04/2007,183,30,30,2450213,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 175541,283.9208333,4.2652778,8.03,,,,,128,-0.07,1.65,3.85,G8IV,1.9,5060,
HD 175607 b,Confirmed,0.0283,0.0035,0.0035,0.0283,0.0035,0.0035,,,,29.01,0.02,0.02,,,,0.11,0.09,0.09,,,,,2015,30/12/2015,142.2,52,52,2455532.17,4.18,4.18,,,,,,,,,,,,,,,,,,,2.37,0.3,0.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 175607,285.2708333,-66.19277779,8.6,,,,,45.27,-0.62,0.71,0.71,G6V,10.32,5392,
HD 176051 b,Confirmed,1.5,0.3,0.3,,,,,,,1016,40,40,1.76,,,0,,,,,,0.117412,2010,22/10/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Astrometry,,,,,HD 176051,284.2583333,32.9013889,5.22,,,,,14.99,,0.9,,,,,
HD 17674 b,Confirmed,0.87,0.06,0.07,0.87,0.06,0.07,,,,623.8,1.5,1.6,1.42,0.05,0.04,0,0,0.13,,,,,2017,27/02/2017,,,,2455904.8,3,3,,,,,,,,,,,,,,,,,,,21.1,0.5,0.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 17674,42.76791667,30.28675001,7.56,,,,,44.5,-0.16,0.98,1.18,G0V,8.4,5904,"SAO 55940, 2MASS J02510426+3017124"
HD 176986 b,Confirmed,0.0181,0.0021,0.0021,0.0181,0.0021,0.0021,,,,6.4898,0.00086,0.00086,0.06296,0.00013,0.00013,0.066,0.066,0.066,,,,,2017,05/12/2017,249,91,91,2455502.9,1.7,1.7,,,,,,,,,,,,,,,,,,,2.56,0.24,0.24,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 176986,285.775,-11.0438889,8.45,,,,,26.4,0.03,0.789,0.782,K2.5V,4.3,4931,
HD 176986 c,Confirmed,0.0289,0.0031,0.0031,0.0289,0.0031,0.0031,,,,16.8191,0.0044,0.0044,0.11878,0.00025,0.00025,0.111,0.08,0.08,,,,,2017,07/12/2017,270,130,130,2455514.4,4.3,4.3,,,,,,,,,,,,,,,,,,,2.63,0.27,0.27,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 176986,285.775,-11.0438889,8.45,,,,,26.4,0.03,0.789,0.782,K2.5V,4.3,4931,
HD 177830 b,Confirmed,1.49,0.03,0.03,1.49,0.03,0.03,,,,406.6,0.4,0.4,1.2218,0.0008,0.0008,0.0009,0.004,0.004,,,,0.020708,1999,17/08/2012,85,31,31,10154,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 177830,286.3333333,25.9205556,7.18,,,,,59,0.55,1.47,2.99,K0IV,4.4,4948,
HD 177830 c,Confirmed,0.15,0.03,0.03,0.15,0.03,0.03,,,,110.9,0.3,0.3,0.5137,0.0006,0.0006,0.3495,0.0002,0.0002,,,,0.008707,2010,17/08/2012,110,2,2,10179,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 177830,286.3333333,25.9205556,7.18,,,,,59,0.55,1.47,2.99,K0IV,4.4,4948,
HD 178911 B b,Confirmed,6.292,0.059,0.059,6.292,0.059,0.059,,,,71.487,0.018,0.018,0.32,,,0.1243,0.0075,0.0075,,,,0.006848,2001,29/12/2010,169.8,3.6,3.6,50305.7,0.62,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 178911 B,287.2625,34.5997222,7.98,,,,,46.73,0.28,1.07,1.14,G5,5.2,5650,
HD 179079 b,Confirmed,0.08,,,0.08,,,,,,14.476,0.011,0.011,0.11,,,0.115,0.087,0.087,,,,0.001727,2009,13/08/2009,357,62,62,2454400.5,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 179079,287.7916667,-2.6383333,7.95,,,,,63.69,0.29,1.087,1.48,G5IV,,5724,
HD 179949 b,Confirmed,0.92,,,0.92,,,1.05,,,3.0925,3.00E-05,3.00E-05,0.045,0.001,0.001,0.0104,0.0099,0.0104,,,,0.001667,2000,24/02/2015,189.3,63.4,63.4,2452419.1,,,,,,,,,,,,,,,,,,,,,112.62,1.77,1.77,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,"CO, H2O",HD 179949,288.8875,-24.1791667,6.25,,,,,27,0.22,1.28,1.19,F8 V,2.05,6260,
HD 180053 b,Confirmed,2.194,0.063,0.063,2.194,0.063,0.063,1.203,,,213.72,0.47,0.47,,,,,,,,,,,2013,20/12/2018,,,,,,,,,,,,,,,,,,,,,,,,,51.5,1.4,1.4,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 180053,288.4,34.91444447,7.9,,,,,126.3,,1.75,4.06,K0,2.3,5130,
HD 18015 b,Confirmed,3.18,0.23,0.23,3.18,0.23,0.23,1.17,,,2278,71,71,3.87,0.32,0.32,0.148,0.06,0.06,,,,,2018,19/12/2018,265,29,29,2454730,170,170,,,,,,,,,,,,,,,,,,,38,2.7,2.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 18015,43.36336,-8.84802,7.9,,,,,,,1.49,3.13,G6IV,,5599,
HD 180314 b,Confirmed,22,,,22,,,,,,396.03,0.62,0.62,1.4,,,0.257,0.01,0.01,,,,0.010606,2010,05/08/2011,302.1,2.3,2.3,3565.9,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 180314,288.7083333,31.8602778,6.61,,,,,132,0.2,2.6,9.2,K0,,4917,
HD 180777 b,Confirmed,25,,,,,,,,,28.44,,,0.22,,,0.2,0.01,0.01,,,,0.008059,2006,22/08/2016,56,4,4,2453244.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,59 Draconis b,,HD 180777,287.2916667,76.5605556,5.11,,,,,27.3,,1.7,,A9V,,7250,
HD 180902 b,Confirmed,1.685,0.41,0.41,1.685,0.41,0.41,1.221,,,510.9,1.5,1.5,1.4,0.11,0.11,0.107,0.022,0.022,,,,0.012636,2010,21/12/2018,181,12,12,2455055,17,17,,,,,,,,,,,,,,,,,,,34.25,0.84,0.84,,,,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,Theoretical,,,HD 180902,289.82379,-23.55816,7.78,,,,,110,0.04,1.41,4.16,K0III/IV,2.8,4961,
HD 181342 b,Confirmed,2.54,0.19,0.19,2.54,0.19,0.19,1.19,,,564.1,4.1,4.1,1.592,0.091,0.091,0.022,0.051,0.051,,,,0.016094,2010,30/12/2018,290,110,110,2461090,220,220,,,,,,,,,,,,,,,,,,,44.1,3.3,3.3,,,,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,Theoretical,HIP 95124 b,,HD 181342,290.2666667,-23.6194444,7.55,,,,,110.6,0.26,1.69,4.71,K0III,1.8,4945,
HD 181433 b,Confirmed,0.0238,,,0.0238,,,,,,9.3743,0.0019,0.0019,0.08,,,0.396,0.062,0.062,,,,0.003059,2008,03/06/2013,202,10,10,54542,0.26,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Radial Velocity,,,,,HD 181433,291.2916667,-66.4688889,8.38,,6.66,6.24,6.09,26.15,0.33,0.78,,K3IV,,4962,
HD 181433 c,Confirmed,0.64,,,0.64,,,,,,962,15,15,1.76,,,0.28,0.02,0.02,,,,0.067304,2008,03/06/2013,21.4,3.2,3.2,53235,7.3,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Radial Velocity,,,,,HD 181433,291.2916667,-66.4688889,8.38,,6.66,6.24,6.09,26.15,0.33,0.78,,K3IV,,4962,
HD 181433 d,Confirmed,0.54,,,0.54,,,,,,2172,158,158,3,,,0.48,0.05,0.05,,,,0.114723,2008,03/06/2013,330,13,13,52154,194,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 181433,291.2916667,-66.4688889,8.38,,6.66,6.24,6.09,26.15,0.33,0.78,,K3IV,,4962,
HD 181720 b,Confirmed,12.12,5.88,inf,0.37,,,,,,956,14,14,1.78,,,0.26,0.06,0.06,1.75,1.65,1.65,0.031786,2009,10/07/2014,177,12,12,2453631,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 181720,290.7208333,-32.9191667,7.86,,,,,56,-0.53,0.92,,G1V,,5781,
